source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_54_RD15	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_54_RD15	1	77	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_54_RD15	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_54_RD15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_54_RD15.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_27_RC8	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_27_RC8	1	78	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_27_RC8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_27_RC8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_27_RC8.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_53_BD14	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_53_BD14	1	79	20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_53_BD14	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_53_BD14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_53_BD14.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_41_GD2	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_41_GD2	1	80	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_41_GD2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_41_GD2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_41_GD2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_28_RC9	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_28_RC9	1	81	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_28_RC9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_28_RC9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_28_RC9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_08_BB9	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_08_BB9	1	82	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_08_BB9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_08_BB9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_08_BB9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_42_RD3	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_42_RD3	1	83	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_42_RD3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_42_RD3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_42_RD3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_47_GD8	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_47_GD8	1	84	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_47_GD8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_47_GD8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_47_GD8.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_06_GB7	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_06_GB7	1	85	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_06_GB7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_06_GB7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_06_GB7.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_50_RD11	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_50_RD11	1	86	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_50_RD11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_50_RD11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_50_RD11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_44_BD5	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_44_BD5	1	87	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_44_BD5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_44_BD5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_44_BD5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_04_BB5	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_04_BB5	1	88	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_04_BB5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_04_BB5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_04_BB5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_19_BB20	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_19_BB20	1	89	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_19_BB20	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_19_BB20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_19_BB20.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_25_RC6	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_25_RC6	1	90	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_25_RC6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_25_RC6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_25_RC6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_33_BC14	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_33_BC14	1	91	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_33_BC14	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_33_BC14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_33_BC14.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_25_BC6	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_25_BC6	1	92	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_25_BC6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_25_BC6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_25_BC6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_15_RB16	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_15_RB16	1	93	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_15_RB16	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_15_RB16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_15_RB16.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_18_BB19	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_18_BB19	1	94	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_18_BB19	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_18_BB19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_18_BB19.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_30_RC11	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_30_RC11	1	95	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_30_RC11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_30_RC11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_30_RC11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_38_BC19	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_38_BC19	1	96	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_38_BC19	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_38_BC19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_38_BC19.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_03_GB4	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_03_GB4	1	97	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_03_GB4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_03_GB4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_03_GB4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_01_GB2	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_01_GB2	1	98	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_01_GB2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_01_GB2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_01_GB2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
